"word";"ceviri";"master";"CreatedAt"
"leverage";"avantaj saðlamak, bir durumu güçlendirmek, kaldýraç";"ibm data analyst";"2024-09-23 13:15:57"
"essential";"temel, gerekli, hayati";"ibm data analyst";"2024-09-23 13:31:43"
"indicator";"gösterge, belirti";"ibm data analyst";"2024-09-23 13:33:05"
"diagnostic";"tanýsal, teþhis";"ibm data analyst";"2024-09-23 13:34:04"
"region";"bölge, coðrafi- siyasi alan";"ibm data analyst";"2024-09-23 13:35:27"
"assessment";"deðerlendirme";"ibm data analyst";"2024-09-23 13:36:41"
"forecast";"tahmin, öngörü";"ibm data analyst";"2024-09-23 13:37:21"
"estimate";"tahmin etmek";"ibm data analyst";"2024-09-23 13:39:22"
"basis";"temel, dayanak, esas";"ibm data analyst";"2024-09-23 13:40:24"
"course";"kurs/ yön, rota/ geliþim süreci";"ibm data analyst";"2024-09-23 13:41:39"
"prescriptive";"önerici, kural koyucu";"ibm data analyst";"2024-09-23 13:44:01"
"desire";"istek, arzu";"ibm data analyst";"2024-09-23 13:49:42"
"achieve";"baþarmak, ulaþmak, elde etmek";"ibm data analyst";"2024-09-23 13:50:47"
"demographics";"nüfus yapýsýný, özelliklerini, daðýlýmýný inceleyen istatistikler";"ibm data analyst";"2024-09-23 13:54:54"
"outlier";"aykýrý deðer, veri kümesinde diðerlerinden belirgin þekilde farklý deðer";"ibm data analyst";"2024-09-23 13:56:47"
"evaluate";"deðerlendirmek";"ibm data analyst";"2024-09-23 13:59:07"
"objection";"itiraz";"ibm data analyst";"2024-09-23 14:00:31"
"impact";"etki, darbe";"ibm data analyst";"2024-09-23 14:19:09"
"hypothesis";"hipotez, varsayým";"ibm data analyst";"2024-09-23 14:28:48"
"convey";"iletmek, aktarmak";"ibm data analyst";"2024-09-23 14:30:03"
"dictate";"dikte etmek, belirlemek, emir vermek";"ibm data analyst";"2024-09-23 14:31:46"
"review";"gözden geçirmek, incelemek, deðerlendirmek";"ibm data analyst";"2024-09-23 14:35:12"
"phenomenon";"fenomen, olay, dikkat çeken, incelenmeye deðer olan";"ibm data analyst";"2024-09-23 14:37:52"
"relevant";"ilgili, alakalý";"ibm data analyst";"2024-09-23 14:38:36"
"appeal";"baþvuru, cazibe, çekicilik";"ibm data analyst";"2024-09-23 14:39:54"
"audience";"dinleyici, izleyici, kitle";"ibm data analyst";"2024-09-23 14:40:50"
"interchangeably";"birbirinin yerine, deðiþtirerek";"ibm data analyst";"2024-09-23 14:43:23"
"subtle";"hemen göze çarpmayan, incelikli, belirsiz";"ibm data analyst";"2024-09-23 14:45:02"
"examination";"sýnav, inceleme, deðerlendirme, muayene, analiz";"ibm data analyst";"2024-09-23 14:46:32"
"computational";"hesaplamalý, bilgisayar bilimleri ve matematikle ilgili iþlem, süreç";"ibm data analyst";"2024-09-23 14:48:44"
"whereas";"halbuki, ama, oysa";"ibm data analyst";"2024-09-23 14:49:54"
"invariably";"daima, her zaman, kesinlikle";"ibm data analyst";"2024-09-23 14:51:32"
"imply";"ima etmek, kastetmek";"ibm data analyst";"2024-09-23 14:52:40"
"inference";"çýkarým";"ibm data analyst";"2024-09-23 14:53:56"
"liberal";"özgürlükçü";"ibm data analyst";"2024-09-23 14:58:20"
"title";"baþlýk, ünvan";"ibm data analyst";"2024-09-23 14:59:41"
"intentional";"niyetli, kasýtlý";"ibm data analyst";"2024-09-23 15:00:30"
"vital";"hayati";"ibm data analyst";"2024-09-23 15:12:00"
"vary";"deðiþmek, çeþitlenmek, farklýlýk göstermek";"ibm data analyst";"2024-09-24 08:46:57"
"extent";"kapsam, ölçü, boyut";"ibm data analyst";"2024-09-24 08:49:10"
"adopted";"bir düþünceyi, stratejiyi, yöntemi veya kiþiyi kabul etmek, benimsemek";"ibm data analyst";"2024-09-24 08:51:47"
"practice";"uygulama, pratik, çalýþma";"ibm data analyst";"2024-09-24 08:53:20"
"query";"soru, sorgu, þüpheyi dile getirmek/ sql sorgu";"ibm data analyst";"2024-09-24 08:57:48"
"pattern";"düzen, tekrarlanan yapý, belirli bir sýralama ile oluþan";"ibm data analyst";"2024-09-24 09:01:29"
"appropriate";"uygun, yerinde, doðru";"ibm data analyst";"2024-09-24 09:02:43"
"demonstrate";"göstermek, kanýtlamak, açýklamak";"ibm data analyst";"2024-09-24 09:06:16"
"correspond";"birbiri ile uyumlu olmak, eþleþmek";"ibm data analyst";"2024-09-24 09:07:43"
"proficiency";"yeterlilik seviyesi, beceri düzeyi";"ibm data analyst";"2024-09-24 09:14:59"
"fallacy";"yanýlgý, hatalý düþünce";"ibm data analyst";"2024-09-24 09:16:59"
"articulation";"tanýmlanma, net bir þekilde ifade edilme";"ibm data analyst";"2024-09-24 10:04:17"
"probe";"derinlemesine sorgulamak, incelemek";"ibm data analyst";"2024-09-24 10:05:33"
"ace";"bir konuyu veya iþi mükemmel bir þekilde baþarmak";"ibm data analyst";"2024-09-24 10:11:47"
"soft skills";"teknik bilgi dýþýnda sosyal iliþki becerileri";"ibm data analyst";"2024-09-24 10:13:50"
"collaboratively";"bir grup, takým içinde beraber çalýþma, iþ birlikçi çalýþma";"ibm data analyst";"2024-09-24 10:15:06"
"compelling";"ikna edici, çarpýcý, ilgi çekici, kaçýnýlmaz, zorlayýcý";"ibm data analyst";"2024-09-24 10:18:21"
"above";"üstünde, yukarýda (somut-soyut)";"ibm data analyst";"2024-09-24 10:37:44"
"curious";"meraklý";"ibm data analyst";"2024-09-24 10:38:31"
"stumble";"beklenmedik bir hata yapmak, yanýlmak, takýlmak, düþmek";"ibm data analyst";"2024-09-24 10:39:51"
"surface";"yüzey/ görünümü, yapýsý, belirgin özellikleri belirtir";"ibm data analyst";"2024-09-24 10:42:38"
"assumption";"varsayýlan, önceden kabul edilen durum, inanç";"ibm data analyst";"2024-09-24 10:44:04"
"practicioner";"bilgiye sahip olan ve bilgisini pratiðe döken profesyonel kiþi";"ibm data analyst";"2024-09-24 10:46:36"
"intuition";"hýzlý ve sezgisel anlayýþ/ bilinçaltý, duygu";"ibm data analyst";"2024-09-24 10:49:31"
"forage";"araþtýrmak, toplamak/ yiyecek, kaynak aramak";"ibm data analyst";"2024-09-24 11:02:38"
"spectrum";"çeþitlilik, yelpaze";"ibm data analyst";"2024-09-24 11:12:41"
"credible";"güvenilir, inandýrýcý, doðrulanabilir";"ibm data analyst";"2024-09-24 11:14:31"
"awe";"bir þeyin büyüklüðü, güzelliði, gücü karþýsýnda duyulan hayranlýk, korku (awe of)";"ibm data analyst";"2024-09-24 11:16:53"
"recipient";"bir þeyin alýcýsý, kabul edeni";"ibm data analyst";"2024-09-24 11:18:21"
"utility";"hizmet, fayda";"ibm data analyst";"2024-09-24 11:20:23"
"overbill";"beklenenden fazla fatura";"ibm data analyst";"2024-09-24 11:22:22"
"occurence";"bir olayýn tekrar etmeleri, gerçekleþme sayýsý";"ibm data analyst";"2024-09-24 11:23:58"
"spot";"görmek, fark etmek/ nokta";"ibm data analyst";"2024-09-24 11:28:16"
"usage";"bir þeyin kullaným sýklýðý veya kullaným þekli";"ibm data analyst";"2024-09-24 11:30:39"
"consumption";"tüketim, maliyet";"ibm data analyst";"2024-09-24 11:31:51"
"occur";"meydana gelme, gerçekleþme";"ibm data analyst";"2024-09-24 11:33:24"
"wise";"- ile kullanýldýðýnda baðlamýnda, bazýnda, açýsýndan/ akýllýca";"ibm data analyst";"2024-09-24 11:58:15"
"individual";"birey, örnek, birim";"ibm data analyst";"2024-09-24 12:01:12"
"repetitively";"tekrar tekrar";"ibm data analyst";"2024-09-24 12:01:50"
"sporadic";"ara sýra, daðýnýk";"ibm data analyst";"2024-09-24 12:02:51"
"refute";"çürütmek";"ibm data analyst";"2024-09-24 12:03:58"
"concentration";"yoðunlaþma, odaklanma";"ibm data analyst";"2024-09-24 12:07:07"
"credibility";"güvenilirlik, geçerlilik";"ibm data analyst";"2024-09-24 12:09:37"
"commonality";"benzerlik, paylaþýlan özellik";"ibm data analyst";"2024-09-24 12:11:05"
"commercial";"reklam/ ticari faliyet, ürün, hizmet vs";"ibm data analyst";"2024-09-24 12:13:29"
"wide";"geniþlik, açýklýk, kapsamlýlýk";"ibm data analyst";"2024-09-24 12:15:43"
"headcount";"yoklama yapmak";"ibm data analyst";"2024-09-24 12:17:41"
"pivot";"bir þeyin dönme, deðiþme noktasý, dönüþtürme, yönlendirme";"ibm data analyst";"2024-09-24 12:20:10"
"cater";"bir ihtiyacýn karþýlanmasý, hizmet verilmesi/ yiyecek içecek saðlamak";"ibm data analyst";"2024-09-24 12:21:48"
"sentiment";"duygusal durum, tutum";"ibm data analyst";"2024-09-24 12:22:57"
"besides";"yanýnda, beraberinde";"ibm data analyst";"2024-09-24 12:24:22"
"satellite";"uydu";"ibm data analyst";"2024-09-24 12:25:45"
"span";"kapladýðý boyut, aralýk, uzunluk";"ibm data analyst";"2024-09-24 12:30:25"
"rigid";"katý, esnek olmayan";"ibm data analyst";"2024-09-24 12:37:25"
"neat";"düzenli, sade, temiz";"ibm data analyst";"2024-09-24 12:38:22"
"qualitative";"niteliksel, özelliklere dayalý";"ibm data analyst";"2024-09-24 12:40:29"
"range";"alan, çeþitlilik, kapsam";"ibm data analyst";"2024-09-24 12:42:12"
"comprise";"içermek, oluþmak";"ibm data analyst";"2024-09-24 14:01:46"
"manner";"tarz, tavýr";"ibm data analyst";"2024-09-24 14:08:38"
"fact";"doðrulanabilir, nesnel bilgi, gerçek, doðru bilgi";"ibm data analyst";"2024-09-24 14:12:17"
"lack";"eksiklik, yetersizlik";"ibm data analyst";"2024-09-24 14:14:22"
"underlying";"altta yatan, temel oluþturan, gizli olan";"ibm data analyst";"2024-09-24 14:18:51"
"delimiter";".csv dosyalarýnda satýrlardaki bölümleri ayýrmak için kullanýlan öðe";"ibm data analyst";"2024-09-24 14:29:47"
"along";"boyunca";"ibm data analyst";"2024-09-25 10:15:58"
"along with";"birlikte, ek olarak";"ibm data analyst";"2024-09-25 10:16:25"
"benefit";"avantaj, katký, fayda";"ibm data analyst";"2024-09-25 10:49:18"
"boundary";"sýnýr limit";"ibm data analyst";"2024-09-25 10:51:14"
"literal";"deðiþkene atanan sabit/ gerçek, doðruan";"ibm data analyst";"2024-09-25 10:54:38"
"infrequent";"seyrek, nadir";"ibm data analyst";"2024-09-25 10:58:59"
"header";"baþlýk, etiket";"ibm data analyst";"2024-09-25 11:01:01"
"intersection";"kesiþim noktasý/ kavþak";"ibm data analyst";"2024-09-25 11:09:56"
"malicious";"kötü niyetli, zararlý";"ibm data analyst";"2024-09-25 11:14:32"
"sustain";"sesin bir süre nerdeyse deðiþmeden devam etmesi, uzunluk, sürdürme";"mix master";"2024-09-26 11:10:21"
"overlap";"çakýþma, üst üste binme, örtüþme";"mix master";"2024-09-26 12:32:36"
"subtly";"ince bir þekilde, hafifçe";"mix master";"2024-09-26 12:40:45"
"increase";"arttýrmak";"mix master";"2024-09-26 12:41:40"
"presence";"mevcudiyet, varlýk, duyulabilirlik";"mix master";"2024-09-26 12:42:40"
"occupy";"kaplamak, doldurmak, iþgal etmek";"mix master";"2024-09-26 12:47:35"
"vastly";"çokça, geniþ ölçüde";"mix master";"2024-09-26 12:55:51"
"flat";"düz, genellikle tek bir tablo, liste þeklinde saklanan veri";"ibm data analyst";"2024-09-27 10:09:25"
"api";"farklý yazýlým uygulamalarý arasýnda iletiþim kurmayý saðlayan arayüz";"ibm data analyst";"2024-09-27 11:26:05"
"web scrapping";"bir veb sitesinden veri toplama";"ibm data analyst";"2024-09-27 11:37:30"
"scrap";"hurda";"ibm data analyst";"2024-09-27 11:37:48"
"internal";"iç kýsmý, içsel özellikleri";"ibm data analyst";"2024-09-27 11:48:50"
"workflow";"akýþ, bir iþte görevlerin organizasyonu ve sýralanmasý";"ibm data analyst";"2024-09-27 11:51:57"
"retail";"perakende(ticari amaç gütmeyen son tüketiciye ürün satmak)";"ibm data analyst";"2024-09-27 11:55:57"
"external";"dýþ, dýþ yapý, dýþ etki";"ibm data analyst";"2024-09-27 11:57:24"
"promotion";"kampanya, indirim/ terfi";"ibm data analyst";"2024-09-27 12:00:35"
"plain";"sade, düz, yalýn";"ibm data analyst";"2024-09-27 12:02:57"
"commodity";"ticarette alýnýp satýlan temel ürünler";"ibm data analyst";"2024-09-27 12:10:43"
"co-relating";"veriler arasýndaki iliþkiyi analiz etme süreci";"ibm data analyst";"2024-09-27 12:12:31"
"timestamp";"bir olayýn, verinin ne zaman kaydedildiðini belirten tarih, saat verisi";"ibm data analyst";"2024-09-27 12:20:23"
"surveillance";"izlemek, gözetlemek";"ibm data analyst";"2024-09-30 10:19:23"
"syndication";"verilerin birden fazla platformda daðýtýlmasý, paylaþýlmasý(veri kaynaðý)";"ibm data analyst";"2024-09-30 10:25:51"
"exclusively";"münhasýr, bir þey-kiþi için özel";"ibm data analyst";"2024-09-30 10:30:20"
"portable";"farklý platformlarda-cihazlarda taþýnabilir, çalýþtýrýlabilir";"ibm data analyst";"2024-09-30 10:32:59"
"vendor";"ürün-hizmet saðlayan kiþi, þirket";"ibm data analyst";"2024-09-30 10:34:41"
"extension";"bir yazýlýmýn iþlevselliðini geniþleten ek bileþen, eklenti";"ibm data analyst";"2024-09-30 10:37:24"
"execute";"çalýþtýrmak";"ibm data analyst";"2024-09-30 10:45:57"
"cumbersome";"hantal, kullanýmý zor, verimsiz";"ibm data analyst";"2024-09-30 10:50:01"
"paradigm";"bir alanda genel kabul görmüþ teori, yöntem, bakýþ açýsý";"ibm data analyst";"2024-09-30 10:53:01"
"facilitate";"kolaylaþtýrmak, verimli hale getirmak";"ibm data analyst";"2024-09-30 11:37:21"
"comprehensible";"kolayca anlaþýlabilir olmak";"ibm data analyst";"2024-09-30 11:38:37"
"embed";"bir nesneyi veya kodu baþka bir nesneye veya sisteme yerleþtirmek";"ibm data analyst";"2024-09-30 11:44:21"
"pipeline";"akýþ, bir iþ için izlenecek adýmlar bütünü, sýrasý";"ibm data analyst";"2024-09-30 11:50:01"
"income";"maddi gelir";"ibm data analyst";"2024-09-30 12:08:14"
"dicourage";"cesaretini kýrmak, bir þeyi yapmasýný engellemek";"ibm data analyst";"2024-09-30 12:09:42"
"establish";"temel atmak, kurmak, oluþturmak";"ibm data analyst";"2024-09-30 12:11:18"
"sufficient";"yeterli";"ibm data analyst";"2024-09-30 12:12:53"
"mitigation";"olumsuz etkileri, riskleri azaltmak";"ibm data analyst";"2024-09-30 12:14:24"
"trait";"karakter, kiþilik";"ibm data analyst";"2024-09-30 12:36:47"
"pertain";"ilgili olmak, ait olmak";"ibm data analyst";"2024-09-30 12:38:12"
"governance";"yönetim-denetim biçimi";"ibm data analyst";"2024-09-30 12:39:17"
"confidentiality";"gizlilik";"ibm data analyst";"2024-09-30 12:41:20"
"privacy";"mahremiyet";"ibm data analyst";"2024-09-30 12:41:42"
"compliance";"kurallara uyumluluk";"ibm data analyst";"2024-09-30 12:44:06"
"auditable";"denetlenebilir";"ibm data analyst";"2024-09-30 12:45:28"
"compromise";"sistem-bilgi-veri'nin güvenliðinin tehlikeye girmesi/ uzlaþma";"ibm data analyst";"2024-09-30 12:47:56"
"reliable";"güvenilir, tutarlý";"ibm data analyst";"2024-09-30 12:49:17"
"survey";"anket";"ibm data analyst";"2024-09-30 12:56:19"
"gauge";"miktarý ölçmek, deðerlendirmek";"ibm data analyst";"2024-09-30 12:57:21"
"census";"bir bölgenin nüfusunu, demografik özelliklerini vs toplayan inceleyen istatistik iþlemi";"ibm data analyst";"2024-09-30 13:00:10"
"executive";"yönetici";"ibm data analyst";"2024-09-30 13:01:59"
"interview";"röportaj, görüþme, mülakat";"ibm data analyst";"2024-09-30 13:03:26"
"commerce";"ticaret";"ibm data analyst";"2024-09-30 13:05:03"
"among";"arsýnda, bir grup arasýndaki konum ve iliþkiler";"ibm data analyst";"2024-09-30 13:12:40"
"capture";"kaydetmek, toplamak, esir almak, ele geçirmek";"ibm data analyst";"2024-09-30 13:17:56"
"wrangle";"çekiþmek, kavga/ karmaþýk iþlemler";"ibm data analyst";"2024-09-30 14:20:57"
"latency";"gecikme";"ibm data analyst";"2024-09-30 14:30:36"
"proliferation";"çoðalma, artma, yayýlma";"ibm data analyst";"2024-09-30 14:32:44"
"comprehensive";"kaspsamlý, ayrýntýlý";"ibm data analyst";"2024-09-30 14:35:09"
"consolidate";"farklý bileþenleri bir araya getirmek, güçlendirmek";"ibm data analyst";"2024-09-30 14:39:49"
"redundancy";"fazlalýk, gereksiz tekrar";"ibm data analyst";"2024-09-30 14:44:17"
"restrict";"kýsýtlamak";"ibm data analyst";"2024-09-30 14:45:09"
"govern";"yönetmek";"ibm data analyst";"2024-09-30 14:49:04"
"reduce";"azaltmak";"ibm data analyst";"2024-09-30 14:58:09"
"emphasize";"vurgulamak";"ibm data analyst";"2024-10-07 09:48:43"
"agile";"çevik, atik";"ibm data analyst";"2024-10-07 09:57:00"
"ease of";"zahmetsiz, rahat";"ibm data analyst";"2024-10-11 16:00:54"
"abbreviation";"kýsaltma";"ibm data analyst";"2024-10-11 16:06:32"
"fashion";"moda, alýþýldýk, kabul gören þekil";"ibm data analyst";"2024-10-11 16:13:13"
"pair";"çift";"ibm data analyst";"2024-10-11 16:14:07"
"session";"kullanýcýnýn oturum süresi/ toplantý, aktivite, olay";"ibm data analyst";"2024-10-11 16:18:01"
"cache";"cpu ve bellek arasýndaki küçük bellek çeþidi(hýzlandýrma saðlar)";"ibm data analyst";"2024-10-11 16:20:29"
"within";"içinde";"ibm data analyst";"2024-10-11 16:22:27"
"ad hoc query";"anlýk sorgu, önceden tanýmlanmamýþ tek kullanýmlýk, o an yazýlan özel sorgular";"ibm data analyst";"2024-10-11 16:26:53"
"response";"yanýt, cevap, tepki";"ibm data analyst";"2024-10-11 16:40:55"
"across";"karþýsýnda(somut), arasýnda(soyut), zaman diliminde";"ibm data analyst";"2024-10-11 16:44:18"
"insert";"tabloya veri eklemek, sokmak, yerleþtirmek";"ibm data analyst";"2024-10-11 16:48:06"
"allow";"izin vermek, kabul etmek, olanak tanýmak";"ibm data analyst";"2024-10-11 16:49:07"
"nonetheless";"yine de";"ibm data analyst";"2024-10-11 16:55:46"
"warehouse";"depo, saðýtým merkezi";"ibm data analyst";"2024-10-11 17:33:20"
"opt";"seçmek, tercih etmek";"ibm data analyst";"2024-10-11 17:34:38"
"readily";"kolayca/ hazýr bir þekilde/ gönüllü olarak";"ibm data analyst";"2024-10-11 17:36:07"
"serve";"hizmet etmek, görev yapmak, kullanmak, sunmak";"ibm data analyst";"2024-10-11 17:37:37"
"enabler";"olanak saðlayan, kolaylaþtýrýcý";"ibm data analyst";"2024-10-11 17:38:51"
"enable";"olanak tanýmak, desteklemek, aktive etmek";"ibm data analyst";"2024-10-11 17:39:36"
"mart";"pazar, çarþý";"ibm data analyst";"2024-10-11 17:50:27"
"subsection";"alt bölüm";"ibm data analyst";"2024-10-11 17:52:29"
"native";"doðal, kendi kendine oluþan/ yerli/ platform ya da iþletim sistemi içinde yerel geliþtirilen program";"ibm data analyst";"2024-10-11 18:06:31"
"metatag";"html belgesinin baþlýðý/ taným, açýklama";"ibm data analyst";"2024-10-11 18:10:58"
"retain";"sistemin bilgi-özellik koruma yeteneði/ saklamak/ akýlda tutmak/ alýkoymak";"ibm data analyst";"2024-10-11 18:18:56"
"exclusion";"dýþlanma, hariç tutulma";"ibm data analyst";"2024-10-11 18:20:13"
"stage";"sahnelemei gösterim/ sistemin son testler önceki aþamasý";"ibm data analyst";"2024-10-11 18:22:45"
"advanced";"geliþmiþ, ileri düzey";"ibm data analyst";"2024-10-11 18:24:16"
"generic";"genel, standart, sýradan, dikkat çekmeyen";"ibm data analyst";"2024-10-11 18:27:38"
"chunk";"büyük veri setlerinin küçük parçalarý/ parça, önemli bir miktar";"ibm data analyst";"2024-10-11 18:29:49"
"interval";"aralýk/ mola";"ibm data analyst";"2024-10-11 18:32:38"
"execution";"program çalýþýrken iþlemci tarfýndan verilen talimatlarýn yerine getirilmesi/ uygulamak/ infaz";"ibm data analyst";"2024-10-11 18:35:35"
"populate";"doldurmak, yerleþtirmek, bulunmak";"ibm data analyst";"2024-10-11 19:36:18"
"incremental";"aþamalý artan, büyüyen, geniþleyen";"ibm data analyst";"2024-10-11 19:37:56"
"refresh";"yenilemek, canlandýrmak/ güçlenmek, enerji kazanmak";"ibm data analyst";"2024-10-11 19:39:21"
"content";"içerik, kapsam";"ibm data analyst";"2024-10-11 19:40:39"
"erase";"silmek, unutmak, yok etmek";"ibm data analyst";"2024-10-11 19:41:54"
"verification";"doðrulama, onaylama, kontrol etme";"ibm data analyst";"2024-10-11 19:43:12"
"although";"buna raðmen";"ibm data analyst";"2024-10-11 19:46:23"
"subset";"alt küme, özel katagori";"ibm data analyst";"2024-10-11 19:48:14"
"particularly";"özellikle, bilhassa";"ibm data analyst";"2024-10-11 19:50:49"
"contribute";"katkýda bulunmak";"ibm data analyst";"2024-10-11 20:04:34"
"typically";"genellikle, çoðunlukla, tipik olarak";"ibm data analyst";"2024-10-11 20:19:23"
"provide";"saðlamak";"operating systems";"2024-10-14 11:08:50"
"intermediary";"aracý, iki þey arasýnda iletiþim saðlamak/ ara basamak";"operating systems";"2024-10-14 11:10:46"
"foundation";"temel/ vakýf";"ibm data analyst";"2024-10-13 11:35:16"
"innovantie";"yenilikçi, yaratýcý";"ibm data analyst";"2024-10-13 12:10:18"
"velocity";"hýz";"ibm data analyst";"2024-10-13 12:10:56"
"veracity";"doðruluk, güvenirlik";"ibm data analyst";"2024-10-13 12:11:27"
"accumulate";"biriktirmek, toplamak";"ibm data analyst";"2024-10-13 12:12:13"
"attribute";"nitelik, özellik/ atfetmek, baðlamak";"ibm data analyst";"2024-10-13 12:13:39"
"ambiguity";"belirsizlik/ çift anlamlýlýk";"ibm data analyst";"2024-10-13 12:14:40"
"traceability";"izlenebilirlik, takip edilebilirlik";"ibm data analyst";"2024-10-13 12:15:59"
"debate";"çekiþme, karar verme süreci";"ibm data analyst";"2024-10-13 12:16:47"
"accurate";"doðru, kesin";"ibm data analyst";"2024-10-13 12:17:19"
"devise";"geliþtirmek, tasarlamak, hesaplamak, planlamak";"ibm data analyst";"2024-10-13 12:18:11"
"cope";"baþa çýkmak, üstesinden gelmek";"ibm data analyst";"2024-10-13 12:18:47"
"feasible";"mümkün, uygulanabilir";"ibm data analyst";"2024-10-13 12:20:01"
"enrich";"zenginleþtirmek, geliþtirmek";"ibm data analyst";"2024-10-13 12:21:50"
"strap";"kayýþ, bant/ sýký bir þekilde baðlamak";"ibm data analyst";"2024-10-13 12:28:13"
"consolidating";"birleþtirmek/ güçlendirmek";"ibm data analyst";"2024-10-13 12:29:14"
"congestion";"týkanýklýk, kalabalýklaþma";"ibm data analyst";"2024-10-13 12:30:27"
"throughput";"performans ölçütü, verimlilik, akýþ miktarý";"ibm data analyst";"2024-10-13 12:31:50"
"accommodation";"konaklama, uyum saðlama";"ibm data analyst";"2024-10-13 12:32:38"
"portability";"taþýnabilirlik, uyumluluk";"ibm data analyst";"2024-10-13 12:33:37"
"compatible";"anlaþýlabilir, uyumlu";"ibm data analyst";"2024-10-13 12:34:32"
"versatile";"çok yönlü, farklý iþlerde kullanýlabilen";"ibm data analyst";"2024-10-13 12:36:02"
"archival";"verilerin tarihsel-hukusal korunmasý-saklanmasý ile ilgili süreç";"ibm data analyst";"2024-10-13 12:39:23"
"sub";"program içinde bir iþlev için yazýlan daha küçük kod bloðu/ alt, alt seviye";"ibm data analyst";"2024-10-13 12:41:15"
"sheer";"þeffaf, ince/ tam, kesin";"ibm data analyst";"2024-10-13 12:42:13"
"phaze";"aþama, durum";"ibm data analyst";"2024-10-13 12:42:54"
"outline";"anahat, içerik baþlýklarý";"operating systems";"2024-10-14 14:14:47"
"environment";"çevre, ortamdaki mevcut koþullar";"operating systems";"2024-10-14 14:16:46"
"coverage";"kapsama alaný, sigorta kapsamý";"operating systems";"2024-10-14 14:23:31"
"various";"çeþitli";"operating systems";"2024-10-14 14:26:21"
"complier";"derleyici, kaynak kodunu hedef diline dönüþtüren araç/ toplayýcý";"operating systems";"2024-10-14 14:28:55"
"assembler";"montajcý, düþük seviye programlama dilinde yazýlan kodu makine koduna çeviren araç,/ birleþtirici";"operating systems";"2024-10-14 14:33:39"
"conveniently";"elveriþli, kolay, uygun";"operating systems";"2024-10-14 14:36:43"
"initiate";"baþlatmak, giriþ yapmak";"operating systems";"2024-10-14 14:39:35"
"allocation";"tahsis, daðýtým, paylaþtýrma";"operating systems";"2024-10-14 14:41:04"
"efficient";"verimli, iþlevsel";"operating systems";"2024-10-14 14:41:50"
"vendor ship";"teslimat";"operating systems";"2024-10-14 14:51:30"
"approximation";"yaklaþým, tahmin";"operating systems";"2024-10-14 14:52:53"
"wildly";"aþýrý, kontrolsüz, çýlgýnca";"operating systems";"2024-10-14 14:58:06"
"buffer";"veri akýþý sýrasýnda verilerin geçici olarak depolandýðý yer/ tampon/ yastýk";"operating systems";"2024-10-15 08:21:14"
"inform";"bilgilendirmek, haber vermek";"operating systems";"2024-10-15 08:21:14"
"interrupt";"iþlemciye mevcut iþlemine ara verip öncelikli bir iþleme baþlatantýran sinyal, sözünü kesmek";"operating systems";"2024-10-15 08:21:14"
"preserve";"korumak, saklamak";"operating systems";"2024-10-15 08:21:14"
"respective";"kendi, ilgili";"operating systems";"2024-10-15 08:21:14"
"interrupt vector";"interrupt gerçekleþtiðinde hangi handler'ý çalýþtýracaðýný belirleyen bellek tablosu";"operating systems";"2024-10-15 08:21:14"
"transmit";"iletmek/ að yolu ile iletmek/ bulaþtýrmak";"operating systems";"2024-10-15 08:21:14"
"intervention";"araya girme, müdahale, durdurma";"operating systems";"2024-10-15 08:21:14"
"trap";"software interrupt(yazýlýmsal kesinti)";"operating systems";"2024-10-15 08:21:14"
"instruction";"komut, talimat/ eðitim";"operating systems";"2024-10-15 08:21:14"
"asynchronoys";"baðýmsýz, eþ zamanlý olmayan";"operating systems";"2024-10-15 08:21:14"
"synchronous";"eþ zamanlý, zaman baðlamýnda baðýmlý";"operating systems";"2024-10-15 08:21:14"
"via";"aracýlýðýyla, vasýtasýyla";"operating systems";"2024-10-15 08:21:14"
"bia";"önyargý, taraflýlýk";"ibm data analyst";"2024-10-17 08:37:54"
"source";"kaynak, veri depolanan yer";"ibm data analyst";"2024-10-17 08:39:30"
"peripherals";"pc'ye baðlanan ek harici cihazlar/ çevre birimleri, çevre unsurlarý";"ibm data analyst";"2024-10-17 08:43:18"
"supplement";"ek, ilave, destekleyici unsur";"ibm data analyst";"2024-10-17 08:44:51"
"log";"kayýt/ kütük";"ibm data analyst";"2024-10-17 08:47:51"
"deliver";"teslim etkmek/ bir vaadi yerine getirmek/ doðum yapmak";"ibm data analyst";"2024-10-17 08:50:12"
"downstream";"nehirdeki akýntý yönünde/ sonraki aþamalarda";"ibm data analyst";"2024-10-17 08:51:46"
"replicate";"kopyalamak, tekrarlamak";"ibm data analyst";"2024-10-17 08:55:59"
"add-in";"eklenti, ekstra özellik, ana programa eklenen bileþen";"ibm data analyst";"2024-10-17 09:04:32"
"extend";"bir sistemin özelliklerini, iþlevlerini arttýrmak/ uzatmak, genilþetmek";"ibm data analyst";"2024-10-17 09:08:25"
"simultaneously";"ayný anda, eþ zamanlý";"ibm data analyst";"2024-10-17 09:15:09"
"bulk";"büyük miktarda, hacim miktarý";"ibm data analyst";"2024-10-13 10:02:00"
"merge";"dosyalarýn bir araya getirilip bütün oluþturmalarý, birleþtirmek, kaynaþtýrmak";"ibm data analyst";"2024-10-13 10:02:00"
"join";"dosyalarýn bir koþula baðlý bir araya getirilip bütün oluþturmalarý, birleþtirmek, katýlmak";"ibm data analyst";"2024-10-13 10:02:00"
